,City,RegionName,State,PTR_6_months,10Year,5Year,YOY,three_bed_buy_2016,three_bed_buy_2017,three_bed_rent_2016,three_bed_rent_2017,rent_change,buy_change
538,Huber Heights,45424,OH,9.176666666666666,-0.00597404155240089,0.0241432104925483,0.0503388189738625,89700.0,99300.0,880.0,995.0,0.13068181818181818,0.10702341137123746
3777,San Antonio,78244,TX,9.176666666666668,0.0172876074379231,0.0637718078457055,0.1072,120100.0,134300.0,1100.0,1195.0,0.08636363636363636,0.11823480432972523
9,Cypress,77449,TX,9.23,0.0195962633802813,0.0851466141415793,0.0274409700063816,146400.0,145600.0,1400.0,1400.0,0.0,-0.00546448087431694
8155,Oak Grove,42262,KY,9.351666666666667,0.0035114383809125,0.004583343577446271,0.0253863134657837,88100.0,89300.0,750.0,800.0,0.06666666666666667,0.01362088535754824
3331,Boynton Beach,33426,FL,9.4,-0.0171965839177952,0.121663685226565,0.0310166570936244,212700.0,228500.0,1700.0,1781.0,0.04764705882352941,0.07428302773859896
939,San Antonio,78233,TX,9.423333333333334,0.0233900981855861,0.064963233787259,0.10248681235870401,128500.0,142000.0,1250.0,1250.0,0.0,0.10505836575875487
702,Coral Springs,33065,FL,9.438333333333333,-0.0279471951601543,0.137973092296888,0.123962040332147,253100.0,279900.0,1795.0,1783.0,-0.006685236768802228,0.10588700118530225
90,Jacksonville,32210,FL,9.478333333333333,-0.0190594814414902,0.109177175415891,0.153179190751445,99700.0,116700.0,950.0,1000.0,0.05263157894736842,0.17051153460381144
1500,Converse,78109,TX,9.488333333333332,0.0156462068348568,0.0570020619792317,0.0859598853868195,129700.0,142800.0,1200.0,1275.0,0.0625,0.10100231303006939
3,El Paso,79936,TX,9.543333333333335,-0.0124433755464555,0.000349101149834441,0.0195555555555556,108600.0,110700.0,995.0,1000.0,0.005025125628140704,0.019337016574585635
105,San Antonio,78245,TX,9.575,0.0225315958203214,0.0606212388399656,0.10690909090909101,126900.0,142500.0,1250.0,1300.0,0.04,0.12293144208037825
99,Cypress,77433,TX,9.575000000000001,0.020489370333348002,0.04431228264842099,-0.0437725631768953,175500.0,173300.0,1509.5,1500.0,-0.006293474660483604,-0.012535612535612535
1590,Memphis,38125,TN,9.613333333333333,-0.00842182867277519,0.0415820147166337,0.0656984785615491,129800.0,139400.0,1250.0,1295.0,0.036,0.07395993836671803
528,New Haven,6511,CT,9.62,-0.0180018922867404,0.0163730962428457,0.0617088607594937,168600.0,170100.0,1295.0,1395.0,0.07722007722007722,0.008896797153024912
173,Orlando,32822,FL,9.621666666666666,-0.0266382735289206,0.15227591067344398,0.11232449297971901,150700.0,168300.0,1299.0,1395.0,0.07390300230946882,0.11678832116788321
61,Tomball,77379,TX,9.633333333333333,0.0178475463753183,0.0487934445698484,-0.0315789473684211,173200.0,168500.0,1585.0,1600.0,0.00946372239747634,-0.027136258660508082
4342,El Paso,79934,TX,9.646666666666667,-0.0103583068292745,-0.00457336247037021,0.00622083981337481,123400.0,125100.0,1120.0,1175.0,0.049107142857142856,0.013776337115072933
1920,Irmo,29063,SC,9.668333333333333,-0.00035069297380629905,0.0326198187051105,0.037928519328957,123800.0,126800.0,1137.5,1185.0,0.041758241758241756,0.024232633279483037
944,Homestead,33033,FL,9.688333333333333,-0.0290550667280912,0.163183371010801,0.171060698957695,158800.0,187400.0,1525.0,1550.0,0.01639344262295082,0.1801007556675063
1861,Memphis,38018,TN,9.72,-0.0021669312683689802,0.0351216088590169,0.0647098065376918,132400.0,140500.0,1245.0,1250.0,0.004016064257028112,0.06117824773413897
651,Columbia,29229,SC,9.74,-0.007523550808159359,0.0216676427885107,0.0316678395496129,133000.0,136700.0,1150.0,1225.0,0.06521739130434782,0.027819548872180452
2471,Sunrise,33351,FL,9.758333333333335,-0.0219575636376822,0.13460308527255802,0.0905555555555556,227000.0,250100.0,1900.0,1834.0,-0.034736842105263156,0.10176211453744494
409,Greenwood,46143,IN,9.763333333333334,0.00859920397389935,0.0338437277070764,0.0557421087978509,130300.0,137900.0,1197.5,1199.5,0.0016701461377870565,0.05832693783576362
1455,Fayetteville,28304,NC,9.778333333333334,-0.007057582718021259,-0.0266317215161471,-0.0511425462459195,90900.0,86500.0,875.0,875.0,0.0,-0.0484048404840484
238,El Paso,79938,TX,9.831666666666667,-0.0010600537485845301,0.000152392570320625,0.0138996138996139,120400.0,122400.0,1150.0,1150.0,0.0,0.016611295681063124
720,Melbourne,32935,FL,9.848333333333334,-0.000550056378890051,0.14124066170580202,0.145339652448657,133000.0,156100.0,1149.0,1300.0,0.13141862489120976,0.1736842105263158
780,Hollywood,33020,FL,9.86,-0.0212091931227806,0.13734122813699498,0.108933717579251,241400.0,268400.0,2125.0,1950.0,-0.08235294117647059,0.11184755592377796
638,Memphis,38016,TN,9.860000000000001,-0.00396923402620675,0.0370877910646077,0.0634517766497462,145200.0,153600.0,1250.0,1275.0,0.02,0.05785123966942149
1595,Douglasville,30134,GA,9.881666666666666,-0.0036809421630095204,0.0990564330101023,0.0918785890073831,121000.0,131600.0,1057.5,1139.0,0.07706855791962175,0.08760330578512397
440,Charlotte,28216,NC,9.893333333333333,0.0093061019006897,0.0864485830304107,0.138728323699422,125000.0,142600.0,1197.5,1295.0,0.081419624217119,0.1408
3516,Marietta,30008,GA,9.905,-0.00144349966943524,0.120509660836564,0.08231925554760201,138400.0,148900.0,1000.0,1200.0,0.2,0.07586705202312138
4028,Twentynine Palms,92277,CA,9.92,-0.029411175845570996,0.0655608311271076,0.16317530319735402,129400.0,130500.0,950.0,1000.0,0.05263157894736842,0.008500772797527048
308,Fort Worth,76116,TX,9.926666666666668,0.0387570843449863,0.0845976968596169,0.103072983354673,149000.0,165800.0,1195.0,1395.0,0.16736401673640167,0.11275167785234899
693,San Antonio,78250,TX,9.943333333333333,0.018866997397733995,0.0688228383513214,0.11965811965812,135600.0,153400.0,1200.0,1275.0,0.0625,0.13126843657817108
1681,Hampton,30228,GA,10.005,-0.00512309596157834,0.11333929374418199,0.04949053857350799,117200.0,125900.0,925.0,999.5,0.08054054054054054,0.07423208191126279
2871,Kendale Lakes,33183,FL,10.048333333333334,-0.0169557407117259,0.125803207220319,0.0904445579969341,221200.0,239000.0,1700.0,1700.0,0.0,0.08047016274864376
938,Deltona,32725,FL,10.076666666666668,-0.0223926128118722,0.147743492201417,0.120622568093385,133600.0,149000.0,1100.0,1225.0,0.11363636363636363,0.11526946107784432
172,Houston,77095,TX,10.128333333333332,0.0246464210379247,0.0671100903614708,0.0177287973167226,176300.0,176500.0,1450.0,1500.0,0.034482758620689655,0.0011344299489506524
2052,Charlotte,28214,NC,10.128333333333332,0.0103388185857141,0.0708428856707486,0.12798766383963,127700.0,143200.0,1100.0,1272.5,0.15681818181818183,0.12137823022709475
195,Jacksonville,32244,FL,10.138333333333334,-0.015953688818691,0.0972661842221552,0.0861393891934221,126600.0,137200.0,1062.5,1125.0,0.058823529411764705,0.08372827804107424
2132,Jacksonville,32205,FL,10.153333333333334,-0.0137683096317485,0.117284840301417,0.0946843853820598,123900.0,134100.0,997.5,995.0,-0.002506265664160401,0.08232445520581114
348,Savannah,31419,GA,10.163333333333334,-0.00573908750629315,0.0374616989369769,0.0484641638225256,144200.0,150300.0,1295.0,1310.0,0.011583011583011582,0.04230235783633842
95,Stockbridge,30281,GA,10.173333333333334,-0.00624688109040095,0.0940985462555077,0.0817378497790869,125400.0,134300.0,1025.0,1150.0,0.12195121951219512,0.07097288676236045
461,San Antonio,78251,TX,10.186666666666666,0.012175501269538999,0.0542334541581853,0.0826972010178117,146400.0,161200.0,1392.5,1420.0,0.019748653500897665,0.10109289617486339
480,Plantation,33324,FL,10.198333333333332,-0.0158286341964731,0.121365263340056,0.0898760330578512,227700.0,247000.0,1999.0,1882.0,-0.058529264632316155,0.08476064997804128
1569,Deltona,32738,FL,10.213333333333333,-0.0226942119032296,0.150753567512099,0.129930394431555,127000.0,143700.0,1100.0,1225.0,0.11363636363636363,0.131496062992126
97,San Antonio,78240,TX,10.223333333333334,0.0172846114744583,0.0576836599608583,0.078544061302682,152300.0,166600.0,1300.0,1375.0,0.057692307692307696,0.09389363099146422
426,Charlotte,28215,NC,10.23,0.0141719436719503,0.0768107593469174,0.11837048424289,129600.0,144600.0,1175.0,1250.0,0.06382978723404255,0.11574074074074074
2813,Milton,32570,FL,10.233333333333333,-0.00769185021139318,0.0407913032132423,0.0389197776012708,119200.0,126500.0,1012.5,1050.0,0.037037037037037035,0.061241610738255035
314,Douglasville,30135,GA,10.278333333333332,-0.00172876180729642,0.0578144473059974,0.0833333333333333,121900.0,134700.0,1115.0,1200.5,0.07668161434977579,0.10500410172272355
155,Fayetteville,28314,NC,10.295,-0.00736944695988806,-0.0187761247472208,-0.00878048780487805,101900.0,98800.0,895.0,875.0,-0.0223463687150838,-0.03042198233562316
421,McDonough,30253,GA,10.344999999999999,-0.0027664266248616,0.0751709677986323,0.0518713066316481,136500.0,145300.0,1015.0,1223.0,0.20492610837438424,0.06446886446886448
438,Country Club,33015,FL,10.35,-0.0218837617126921,0.12474611314209501,0.0805207328833173,265500.0,282500.0,1850.0,1900.0,0.02702702702702703,0.064030131826742
25,Chicago,60613,IL,10.371666666666668,-0.0138458665642847,0.0329439811430265,0.0412060301507538,458500.0,480000.0,2400.0,2445.0,0.01875,0.04689203925845147
1930,West Palm Beach,33401,FL,10.426666666666668,-0.0170765192609325,0.108422930771646,0.0490529383195726,269800.0,286400.0,1824.0,2200.0,0.20614035087719298,0.061527057079318014
787,San Antonio,78247,TX,10.43,0.0190661937791012,0.0547533898143331,0.07953855494839099,157000.0,170000.0,1350.0,1400.0,0.037037037037037035,0.08280254777070063
239,Jacksonville,32218,FL,10.475,-0.0155628922696343,0.0844717711976985,0.0856751199451679,131700.0,144700.0,1246.0,1295.0,0.03932584269662921,0.09870918754745633
1292,Dallas,30157,GA,10.491666666666665,0.00223098944062317,0.0957972873325221,0.0771513353115727,133100.0,143500.0,1000.0,1200.0,0.2,0.0781367392937641
4,Chicago,60640,IL,10.493333333333332,-0.0137523617964109,0.0464762478558167,0.0465822784810127,365900.0,373800.0,2200.0,2200.0,0.0,0.021590598524186936
2420,Poinciana,34759,FL,10.525,-0.0313094667404472,0.127354129171369,0.10349750178444,126000.0,144800.0,1100.0,1200.0,0.09090909090909091,0.1492063492063492
1436,Columbus,31909,GA,10.555000000000001,-0.00318667204486744,-0.00138419478803076,-0.00384615384615385,122100.0,121100.0,1090.0,1102.5,0.011467889908256881,-0.00819000819000819
867,San Antonio,78254,TX,10.56,0.0175882214608742,0.0515955741336553,0.0659465605457646,160800.0,171900.0,1300.0,1395.0,0.07307692307692308,0.06902985074626866
758,Oklahoma City,73120,OK,10.585,0.0121940223449879,0.0261642875694383,-0.0117647058823529,141800.0,141600.0,1250.0,1200.0,-0.04,-0.0014104372355430183
